,id,name,selver_guess,price,selver_price,price/kg,selver_price_kg,similarity
7083,7258537,Köögiviljapr veiselihaga Põnn öko 190g,"Köögiviljapüree veiselihaga öko 6+, PÕNN, 110 g",1.99,1.69,10.47,15.36,90
3794,1008850,Kõrvitsa risoto kanalihaga Presto 350g,"Kõrvitsa risoto rebitud kanalihaga, PRESTO, 350g",3.39,3.19,9.69,9.11,90
7771,7002950,Kiisueine Gourmet Perle kana 85g,"Kiisueine kanalihaga, GOURMET PERLE, 85 g",0.59,0.99,6.94,11.65,90
770,266864,Kohupiimapasta banaani Tere 300g,"Kohupiimapasta banaanitoru, TERE, 300 g",1.05,1.09,3.5,3.63,90
4810,171043,Närimiskumm Sweetmint Orbit suhkruvaba 58g,"Närimiskumm Sweetmint suhkruvaba kotis, ORBIT, 35 g",2.29,1.19,39.48,34.0,90
2728,104537,Kurk maitselt mahe Salvest 675/360g,"Maitselt mahe kurk, SALVEST, 675 g",2.29,2.39,6.36,6.64,90
6076,1359685,"Karboniseerit.mineraalvesi Neptunas Mint 1,5l","Karboniseeritud mineraalvesi Mündi, NEPTUNAS, 1,5 L",1.29,1.19,0.86,0.79,90
2741,195663,Salatikurk Salvest 395g,"Salatikurk, SALVEST, 395g neto",1.79,1.39,4.53,3.52,90
3053,147764,Oliiviõli Extra Light Borges 750ml,"Oliiviõli Extra Light, BORGES, 250 ml",8.99,2.69,11.99,10.76,90
1790,992828,Italian salami Rakvere 150g,"Itaaliapärane salaami, RAKVERE, 150g",3.99,2.59,26.6,17.27,90
11769,797617,Loputusvahend nõudepesumas. Finish 800ml,"Nõudepesumasina loputusvahend, FINISH, 800 ml",7.09,6.99,8.86,8.74,90
1122,902241,Sulatatud juust suitsujuustu Hiirte 200g,"Sulatatud juust suitsujuustuga, HIIRTE JUUST, 200 g",1.79,1.39,8.95,6.95,90
10154,792343,Dušigeel Palmolive Olive Milk 750Ml,"Dušigeel Olive Milk, PALMOLIVE, 250 ml",8.39,3.19,0.0,12.76,90
7971,140754,Koeraeine Pedigree 4-pakk junior 4x100g,"Koeraeine 4-pakk, PEDIGREE, 4x100 g",2.29,2.19,5.72,5.48,89
5047,155663,Pastillid Spearmint Orbit 28g,"Pastillid Spearmint Mints, ORBIT, 28 g",0.99,0.99,33.0,35.36,89
4741,180999,Pralineekommid Kalev Maiuspala 175g,"Pralineekompvek Maiuspala, KALEV, 175 g",2.69,2.59,15.37,14.8,89
1407,274322,Doktorivorst Rakvere 600g,"Doktorivorst, RAKVERE LK, 600 g",2.89,2.49,4.82,4.15,89
4215,189484,Krõbe müsli marja-mee Axa 270g,"Krõbe müsli marjadega, 270g, AXA",2.59,2.39,9.59,8.85,89
7981,119437,"Koeramaiused Pedigree Rodeo, 4tk, 70g","Koeramaius rodeo, PEDIGREE, 70 g",0.99,0.89,14.14,12.71,89
4114,174173,Makaronid Stortini Piccolo Pasta Reggia 500g,"Makaron Stortini Piccolo, REGGIA, 500 g",1.79,1.79,3.58,3.58,89
3624,111172,Kiirkaerahelbed Veski Mati 500g,"Kiirkaerahelbed karbis, VESKI MATI, 500 g",1.65,1.59,3.3,3.18,89
3595,184073,Pähkli-marjabatoon tumeda šok. Kalev 44g,"Pähkli-marjabatoon tumeda šokolaadiga, KALEV, 44 g",1.49,1.29,33.86,30.71,89
1638,271461,Suitsutatud broilerikoib Tallegg vp kg,"Suitsutatud broilerikints, TALLEGG, kg",4.19,6.49,6.99,6.49,89
10379,804355,Tualettpaber Rimi 3-kihiline 8 rulli,"Tualettpaber, 3-kihiline, LAMBI, 8  rl",3.59,5.69,0.45,0.71,89
3638,194600,Pasta Bolognese kastmega tops Knorr 60g,"Pasta Bolognese kastmega, KNORR, 60 g",1.89,1.79,31.5,29.83,89
1475,205642,Sea abaliha kondita Rakvere kg,"Veise abaliha kondita, RAKVERE LK, kg",3.59,18.99,5.99,18.99,89
655,964869,"Täispiim Alma 3,8-4,2% 2l","Täispiim 3,8-4,2%, ALMA, 1 l",2.29,1.45,1.15,1.45,89
10384,7146603,Niiske tualettpaber Zewa pure 42tk,"Niisked tualettpaberid Pure, ZEWA, 42 tk",2.79,2.99,0.07,0.07,89
13415,140676,"Viin Viru Valge 40% 0,7l","Viin VIRU VALGE, 100 cl",12.49,18.99,17.84,18.99,89
4025,173465,Müslibatoon jõhvika-vaarika Sante Crunchy 40g,"Müslibatoon jõhvika- vaarika, SANTE, 40 g",0.64,0.59,16.0,14.75,89
4710,198857,India pähkel Arimex 500g,"India pähkel, ARIMEX, 200 g",7.99,3.69,15.98,18.45,89
9038,400147,Raseerija Gillette Venus 2 tk,"Raseerija Venus + 2 tera, GILLETTE, 1 tk",9.99,9.99,5.0,9.99,89
1704,203382,Vorst toorsalaami Tarbatu Nõo 105g,"Tarbatu toorsalaami, NÕO, 105 g",2.79,2.99,26.57,28.48,89
4666,169283,Kummikommid Fazer Tutti Frutti Passion 180g,"Kummikommid Passion, TUTTI FRUTTI, 180 g",1.95,1.39,10.83,7.72,89
9858,7149903,Deodorant Rexona Active Protect Fr 150ml,"Deodorant Active Protection, REXONA, 150 ml",4.79,3.99,31.93,79.8,89
9865,7153645,"Hambapasta Elmex Sensitive, 2x75ml","Hambapasta Sensitive, ELMEX, 75 ml",7.85,3.79,52.33,50.53,89
4445,177834,Müslibatoon šokolaadi-banaani Nestle 35g,"Šokolaadi ja banaaniga müslibatoon, NESTLÉ, 35 g",0.75,0.69,21.43,19.71,89
643,205760,Vahukoor Alma 35% 400ml,"Vahukoor 35%, ALMA, 400 ml",2.29,2.49,5.72,6.23,89
696,980925,Kohupiimakr. metsamarjakissell Alma 140g,"Kohupiimakreem metsamarjakisselliga, ALMA, 140 g",0.85,0.89,6.07,6.36,89
629,918094,Kohvikoor Alma 10% 380ml,"Kohvikoor 10%, ALMA, 380 ml",0.95,0.99,2.5,2.61,89
672,206416,Riivjuust MO Saaremaa 24% 200g,"Riivjuust, MO SAAREMAA, 400 g",2.49,3.79,12.45,9.48,89
8337,7124104,Kondoomid Durex Invisible Extra Sens. 10tk,"Kondoomid Invisible Extra Sensitive, DUREX, 10 tk",13.79,15.99,1.38,1.6,89
644,287920,Juust Royal Gouda Yellow Valio viil 500g,"Royal Gouda Yellow juust, VALIO, 300 g",6.29,2.99,12.58,9.97,89
641,921751,Riivjuust Atleet Cheddar Valio 200g,"Riivjuust Cheddar, VALIO, 200g",1.99,2.59,9.95,12.95,89
9092,7072248,Juukselakk Syoss keratin 300 ml,"Juuksemask Keratiin, SYOSS, 500 ml",6.39,11.99,21.3,23.98,89
3880,1005339,Tomati- ja ürdisegu Santa Maria 69g,"Tomati ja ürdisegu veskis, SANTA MARIA, 69 g",5.69,5.39,82.46,78.12,89
4360,186017,Küüslaugukaste Heinz 420g,"Küüslaugukaste, HEINZ, 435 g",4.16,4.29,9.9,10.21,89
10461,7234416,Nõudepesumasina tabletid Somat Allin1 80,"Nõudepesumasina tabletid All in 1, SOMAT, 90 tk",27.99,29.9,0.35,0.33,89
10542,7107209,Wc Värsk.Bref Power Aktiv Lavender 2X50G,"WC värskendaja Power Aktiv Lavender, BREF, 2x50 g",3.29,3.49,32.9,34.9,89
2230,987232,Taimsed võileivaviilud Tere Deary 150g,"Taimsed võileivaviilud, DEARY, 150 g",3.19,2.99,21.27,19.93,89
9089,7019735,Pulkdeodorant Lady Speed Stick Lilac 45g,"Pulkdeodorant Lilac naistele, LADY SPEED STICK, 45 g",3.69,3.19,82.0,70.89,89
283,291182,"Hapupiim Nopri 2,5% 1kg","Hapupiim 2,5%, NOPRI, 1 kg",2.35,2.19,2.35,2.19,89
4890,181703,Kummikommid Fazer Tutti Frutti Original 350g,"Kummikommid Original, TUTTI FRUTTI, 350 g",3.89,3.39,11.11,9.69,89
3730,163748,Mesi kreemjas Jõumees 450g,"Kreemjas mesi, AARE JÕUMEES, 450 g",5.99,5.99,13.31,13.31,89
12587,7220367,Nõudepesumasina tabletid Somat Gold 72tk,"Nõudepesumasina tabletid Gold, SOMAT, 54 tk",28.99,26.9,0.4,0.5,89
3816,104381,Kaste hiinapärane poolmagus Felix 500g,"Hiina kaste (poolmagus), FELIX, 500 g",2.49,2.39,4.98,4.78,89
9078,7050697,Hambapasta Sensodyne repair&protects wh. 75ml,"Hambapasta Repair Protect, SENSODYNE, 75 ml",7.09,5.59,94.53,74.53,89
10346,804418,Tualettpaber Rimi 3-kihiline 16 rulli,"Tualettpaber 3-kihiline, LAMBI, 16 rl",5.69,10.49,0.36,0.66,89
5028,121876,Närimiskommid õunamaitselised Drako 110g,"Õunamaitseline närimiskomm, DRAKO, 110 g",1.39,1.19,12.64,10.82,89
9729,772334,Dušigeel Fa Extreme Cool meestele 250ml,"Dušigeel Extreme Cool meestele, FA MEN, 250 ml",2.89,3.29,11.56,13.16,89
10716,418401,Wc-värskendaja Domestos atlandi 40 g,"WC-värskendaja Atlantic täide, DOMESTOS, 40 g",1.79,1.19,44.75,29.75,89
1142,206846,Juust Vene viilutatud Estover 150g,"Vene juust 28,5% viilutatud, ESTOVER, 150 g",2.19,2.49,14.6,16.6,89
3202,119544,Toiduželatiin Santa Maria 25g,"Želatiin, SANTA MARIA, 25 g",1.09,0.85,43.6,34.0,89
2533,925071,Kohupiimataskud Lõuna Pagarid 250g,"Kohupiimataskud karbis, LÕUNA PAGARID, 250 g",3.79,2.89,0.0,11.56,89
2139,978414,Paneeritud kartuli-kõrvitsa pihvid M&M 300g,"Paneeritud kartuli-kõrvitsa pihvid, MAKS&MOORITS, 300 g",2.35,2.19,7.83,7.3,89
6819,1365170,"Rabarberilimonaad Öun mahe 0,33l","Rabarberilimonaad mahe, ÖUN, 330 ml",2.29,2.19,6.94,6.64,89
7128,103868,Piimapuder Hipp head ööd küpsistega 4k 190g,"Head ööd piimapuder küpsistega mahe 4+, HIPP, 190 g",1.99,1.99,10.47,10.47,89
995,936382,Sulatatud juust Forte juust. Valio Viola 185g,"Sulatatud juust Fortega, VALIO VIOLA, 185 g",1.89,1.89,10.22,10.22,89
6341,1368064,Smushie Öko Mango-apelsinismuuti 240 ml,"Ökoloogiline Mango-apelsinismuuti, SMUSHIE, 240 ml",2.49,2.39,10.38,9.96,89
3029,149477,Küpsetuspulber Dr.Oetker 30g,"Küpsetuspulber, DR.OETKER, 160 g",0.56,1.59,18.67,9.94,89
5674,966036,Koorejäätis RAKS küpsistega 110ml/56g,"Koorejäätis küpsistega, RAKS, 56 g",0.79,1.09,14.11,19.46,89
6353,165533,Kohvijook lahustuv 3in1 Jacobs 304g,"Lahustuv kohvijook 2in1, JACOBS, 14 g",4.79,0.29,15.76,20.71,89
2419,164783,Leivakrõpsud  hapuk-sibula Bon Chance 120g,"Leivakrõpsud hapukoore ja sibula, BON CHANCE, 120 g",2.49,1.39,20.75,11.58,89
9623,7253739,"Pesukaitse Libresse Micro, 44tk","Pesukaitsmed Micro, LIBRESSE, 44 tk",3.29,3.29,0.07,0.07,89
8757,7228294,"Suuvesi Colgate Cool Mint, 100ml","Suuvesi Cool Mint, COLGATE, 500 ml",2.15,6.49,21.5,12.98,89
6405,138467,Kakaojook Nesquik Opti-start 200g,"Kakao Opti-Start, NESQUIK, 700 g",2.05,5.29,10.25,7.56,89
964,206918,Juust Atleet Light viil. Valio 150g,"Juust Atleet Light 15% viilut., VALIO, 150 g",2.05,1.59,13.67,10.6,89
6417,103501,Must tee Earl Grey Ahmad 100g,"Must purutee Earl Grey, AHMAD, 100 g",4.75,3.19,47.5,31.9,89
6044,138573,Kakaojook Nesquik Opti-start 400g,"Kakao Opti-Start, NESQUIK, 700 g",2.95,5.29,7.37,7.56,89
3136,808450,Ülepannikoogijahu Rimi 400g,"Ülepannikoogijahu, VILMA, 400 g",1.69,2.19,4.22,5.48,89
961,270440,Juust Royal Gouda Red viil. Valio 150g,"Royal Gouda Red juust, VALIO, 250 g",2.25,2.79,15.0,11.16,89
9182,404863,Raseerimisgeel Gillette Satin 200 ml,"Raseerimisgeel Sensitive, GILLETTE, 200 ml",6.19,5.99,30.95,29.95,89
6448,186429,Kohvikapslid Forza L'OR 10tk,"Kohvikapslid Forza, L´OR, 10 tk",4.19,5.19,0.42,0.52,89
8787,7236664,Dušigeel Nature Box BC olive oil 385ml,"Dušigeel Olive Oil, NATURE BOX, 385 ml",6.19,6.49,16.08,16.86,89
6453,1357465,"Froosh ananassi, ban.-kookose smuuti 750ml","Banaani-kookose-ananassi smuuti, FROOSH, 750 ml",4.99,4.99,6.65,6.65,89
936,296847,"Kohupiimakreem kakao Alma 2,5% 380g","Kohupiimakreem kakao 2,5% tops, ALMA, 380 g",1.95,1.49,5.13,3.92,89
1946,258553,Tiigerkrevetid marinaadis Marwi ASC 100/185g,"Tiigerkrevetid marinaadis 100 g neto, MARWI, 185 g",4.99,4.99,49.9,49.9,89
3181,127365,Mädarõigas Delikatess Poola 180g,"Mädarõigas Delikatess, POLAN, 160 g",1.25,0.89,6.94,5.56,89
8506,7005599,Tampoonid Pro Comfort Super Plus 16tk,"Tampoonid Pro Comfort Super Plus, O.B., 16 tk",3.59,3.79,0.22,0.24,89
8695,498717,Tampoonid O.B Pro Comfort super 8tk,"Tampoonid Pro Comfort Super, O.B., 16 tk",2.49,3.79,0.31,0.24,89
1200,980320,Sulatatud juust MIX Merevaik 140g,"Sulatatud juust mix, MEREVAIK, 8x17,5 g",1.99,2.19,14.21,15.64,89
8611,7263821,"Vedelseep Mayeri Sensitive täide 1,5l","Vedelseep Sensitive täitepakend, MAYERI, 1,5 l",4.49,4.99,2.99,3.33,89
9282,7236000,Palsam Pantene Pro-V Repair&Protect 00ml,"Palsam Repair&Protect, PANTENE, 200 ml",4.69,4.29,23.45,21.45,89
1101,938747,Kreemjuust peedi-rõika Gourmet Club 200g,"Saare kreemjuust peedi-rõika, GOURMET CLUB, 200 g",2.39,2.69,11.95,13.45,89
6979,7258542,Toortatraroog veiselihaga Põnn öko 190g,"Toortatraroog veiselihaga 8+ Mahe, PÕNN, 190 g",2.09,2.09,11.0,11.0,89
5967,1367076,Toonik Rose Lemonade Orn Craft 1l pet,"Toonik Craft Rose Lemonade, ØRN, 1 L",1.59,1.49,1.59,1.49,89
6063,104406,Jook jõhvika Aura 1l,"Jõhvikajook, AURA, 1 L",1.39,1.49,1.39,1.49,89
2713,163427,Durnuminisupasta Fusilli Tartu Mill 500g,"Durumnisujahupasta Fusilli, TARTU MILL, 500 g",1.29,1.29,2.58,2.58,89
9219,7116187,Šampoon Head&Shoul. 2In1 Menthol 360ml,"Šampoon Menthol 2in1, HEAD&SHOULDERS, 360 ml",8.39,7.99,20.12,22.19,89
8563,7149876,Deodorant Rexona Active Protect Fr 150ml,"Deodorant Active Protection, REXONA, 150 ml",4.79,3.99,31.93,79.8,89
2816,805845,Kookoshelbed Rimi 150g,"Kookoshelbed, MEIRA, 150g",2.09,2.09,13.93,13.93,89
5087,100827,Šokolaadibatoon Tupla King Size 85g,"Šokolaad King Size, TUPLA, 85g",1.45,1.29,18.13,15.18,89
8561,460745,Juukselakk Nivea ultra 250 ml,"Juukselakk Ultra Strong, NIVEA, 250 ml",5.89,5.29,23.56,21.16,89
6123,911255,Õuna-mango puuviljamiks 4x100g,"Õuna-mango puuviljamiks, POM´BEL, 4x100g",3.29,3.29,8.22,8.23,89
9755,7163312,Pesukaitsmed Always normal 80tk,"Pesukaitsmed Normal, ALWAYS, 60 tk",6.59,4.39,0.08,0.07,89
8622,498553,Tampoonid O.B Pro Comfort normal 8tk,"Tampoonid Pro Comfort Normal, O.B., 16 tk",2.49,3.79,0.31,0.24,89
5919,106392,Joogivesi Saaremaa 5l,"Joogivesi, SAAREMAA, 1,5 L",1.09,0.65,0.22,0.43,89
8536,7011803,Püsivärv Garnier Color Naturals 4.15,"Püsivärv Color Naturals N°7,40, GARNIER, 1 tk",2.99,4.69,2.99,42.64,89
1164,919012,Jogurtismuuti maas.-mustika-vaarika Alma 275g,"Jogurtismuuti Alma maasika-mustika-vaarika, ALMA, 275 g",1.19,1.29,4.33,4.69,89
2114,966544,Kaerajook kohvile Barista Alpro 1l,"Barista kaerajook, ALPRO, 1 l",3.09,3.59,3.09,3.59,89
10125,7150778,Püsivärv Palette Intensive Color Nr.V5,"Püsivärv Intensive Color N2, PALETTE, 1 tk",5.39,4.99,5.39,4.99,89
780,294629,Sulatatud juust Hiirte 200g,"Sulatatud juust, HIIRTE JUUST, 200 g",1.79,1.49,8.95,7.45,89
9680,7259018,Tampoonid Ob Extra Protect Super+ 16tk,"Tampoonid Extra Protect super, O.B., 16 tk",4.49,4.19,0.28,0.26,89
2119,962515,Mandlijook kohvile Barista Alpro 1l,"Barista mandlijook, ALPRO, 1 l",3.25,2.69,3.25,2.69,89
1026,924921,Sulatatud juust Valio Viola 370g,"Sulatatud juust, VALIO VIOLA, 185 g",3.15,1.39,8.51,7.51,89
8510,7157226,Habemeajamisvaht Nivea sensit.cool 200 m,"Habemeajamisvaht Sensitive, NIVEA, 200 ml",5.29,4.99,26.45,24.95,89
1933,994006,Šnitsel krõbedas rukkipaneeringus M&M 500g,"Šnitsel krõbedas rukkipaneeringus, MAKS&MOORITS, 500 g",4.69,4.99,9.38,9.98,89
6030,1350162,"Joogivesi Saaremaa 0,5l","Joogivesi, SAAREMAA, 1,5 L",0.39,0.65,0.78,0.43,89
2202,987226,Taimne šokolaadipuding Tere Deary 150g,"Taimne šokolaadipuding, DEARY, 150 g",1.09,1.09,7.27,7.27,89
1369,813046,Broileri rinnafilee Rimi 500g,"Broileri rinnafilee, RANNAMÕISA, 500g",3.99,4.99,7.98,9.98,89
8813,682410,Poolpüsivärv L'Oreal Casting Cream 300,"Poolpüsivärv Casting Creme 300, L´OREAL, 1 tk",10.69,11.99,10.69,11.99,89
1896,944372,Romsteegi viil Eesti rohumaaveis 200g,"Romsteegi viil Eesti rohumaaveis, KARNI, 200 g",4.59,6.59,22.95,32.95,89
725,200266,Vahukoor Alma 35% 200ml,"Vahukoor 35%, ALMA, 200 ml",1.29,1.39,6.45,6.95,89
827,257130,Juust soolvees Arla Apetina 200g,"Juust soolavees, APETINA, 200 g",2.79,2.39,13.95,11.95,89
5187,165613,Šokolaadikommide valik Kalev Kuldne 435g,"Valik šokolaadikompvekke Kuldne, KALEV, 435 g",9.29,8.99,22.07,20.67,89
3277,174576,Tomatiketšup Felix 1kg,"Tomatiketšup, FELIX, 1 kg",3.25,4.19,3.25,4.19,89
8990,7249931,Vedelseep/täide Fa Hygiene&Fresh Coconut 500m,"Vedelseep Hygiene&Fresh Coconut, FA, 250 ml",2.79,2.29,5.58,9.16,89
6572,1356006,"Energiajook Red Bull 0,473l","Energiajook, RED BULL, 473 ml",2.79,2.39,5.9,5.05,89
8399,7154977,Intiimpesuvedelik Lactacyd 200 ml,"Intiimpesuvedelik pumbaga, LACTACYD, 200 ml",7.99,7.49,39.95,37.45,89
12963,100813,"Viin Viru Valge Vägev 80% 0,5l","Viin VIRU VALGE Vägev, 50 cl",16.99,15.99,33.98,31.98,89
883,958912,Kodujuust hapukoorega Alma 500g,"Kodujuust hapukoorega, ALMA, 380 g",2.59,2.19,5.18,5.76,89
1902,982086,Rebitud kanaliha punases kastmes M&M 200g,"Rebitud kanaliha punases kastmes, MAKS&MOORITS, 200 g",1.95,2.09,9.75,10.45,89
6577,1000116,Kohv jahvatatud Selection Intense Jacobs 500g,"Jahvatatud kohv Selection, JACOBS, 500 g",9.45,6.19,18.9,12.38,89
5287,199079,Küpsised Daim Marabou 184g,"Küpsised Daim'ga, MARABOU, 184 g",3.15,2.99,17.12,16.25,89
375,269167,"Paprika punane 1kl, kg","Paprika punane, kg",1.0,3.29,2.49,3.29,89
8814,682413,Poolpüsivärv L'Oreal Casting Cream 415,"Poolpüsivärv Casting Creme 415, L´OREAL, 1 tk",10.69,11.99,10.69,11.99,89
6744,1370654,"Energiajook Dynami:t Blue Lagoon 0,355l purk","Energiajook Blue Lagoon, DYNAMI:T, 355 ml",1.19,0.69,3.35,1.94,89
9891,7153702,Intense geel Durex 10ml,"Intense geel, DUREX, 10 ml",12.29,10.99,1229.0,1099.0,89
6513,1359644,"Mineraalvesi karboniseeritud Neptunas 0,5l","Karboniseeritud mineraalvesi Mündi, NEPTUNAS, 1,5 L",0.75,1.19,1.5,0.79,89
3209,103456,Mais hernes ja paprika Bonduelle 340g,"Mais, hernes ja paprika, BONDUELLE, 425 ml",2.29,2.19,6.74,7.82,89
1297,992800,Juusturattakesed Babybel 60g,"Babybel juusturattakesed, BEL, 60 g",2.75,2.39,45.83,39.83,89
2227,987224,Taimne karamellipuding Tere Deary 150g,"Taimne karamellipuding, DEARY, 150 g",1.09,1.09,7.27,7.27,89
8811,7011678,Poolpüsivärv L'oreal Casting Cream 513,"Poolpüsivärv Casting Cream 323, L´OREAL, 1 tk",10.69,11.99,10.69,11.99,89
3432,103113,Tarretisepulber kirsimaitseline Mikaado 80g,"Jõhvikamaitseline tarretisepulber, MIKAADO, 80 g",0.99,1.19,12.38,14.87,89
6485,1354666,"Energiajook Red Bull 0,355l","Energiajook, RED BULL, 355 ml",1.95,1.49,5.49,4.2,89
13503,7009269,"Viin Nemiroff Delikat 40% 0,7l","Viin NEMIROFF Delikat, 70 cl",16.99,12.99,24.27,18.56,89
8817,7177401,Poolpüsivärv L'oreal Casting Cream 680,"Poolpüsivärv Casting Cream 801, L´OREAL, 1 tk",10.69,11.99,45.68,11.99,89
5132,186703,Röstitud maapähklid soolaga Estrella 140g,"Ahjus röstitud maapähklid soolaga, ESTRELLA, 140 g",2.59,2.79,18.5,19.93,89
1857,202002,Rannakarbid soolvees 100/200g Vici,"Rannakarbid soolvees 100 g neto, VICI, 200 g",2.59,2.59,25.9,25.9,89
723,200267,Kohvikoor Alma 10% 200ml,"Kohvikoor 10%, ALMA, 200 ml",0.55,0.49,2.7,2.45,89
8810,7177395,Poolpüsivärv L'oreal Casting Cream 518,"Poolpüsivärv Casting Cream 801, L´OREAL, 1 tk",10.69,11.99,10.69,11.99,89
394,269153,"Õun Royal Gala, 1kl kg","Õun Royal Gala, kg",1.79,1.99,1.79,1.99,89
6727,1370524,"Energiajook Red Bull Blue Edition 0,25l purk","Energiajook Blue Edition, RED BULL, 250 ml",1.45,1.39,5.8,5.56,88
6641,1366686,Kohvijook Frezza vanilje Paulig 250ml,"Kohvijook Frezza Vanilla, PAULIG, 250 ml",2.15,2.09,8.6,8.36,88
11621,7245055,Nõudepesuvaht Fairy täide 375ml,"Nõudepesuvahu täide, FAIRY, 375 ml",6.99,5.99,18.64,15.97,88
1021,257084,Kohupiimadessert gl. vaarika Jeppi 38g,"Kohupiimadessert vaarikatäidisega, JEPPI, 38 g",0.39,0.39,10.26,10.26,88
1653,933787,Poolsuitsuvorst Krakovi Ehe 270g,"Poolsuitsuvorst Krakovi, NÕO, 270 g",2.99,2.99,11.07,11.07,88
6214,196750,"Mahl Smuuti aprikoos-banaan-porga. Aura 0,33l","Smuuti aprikoosi-banaani-porgandi, AURA, 330 ml",1.29,1.19,3.91,3.61,88
6473,1364073,Froosh virsiku & granadilli smuuti 250ml,"Virsiku ja granadilli smuuti, FROOSH, 750 ml",2.89,4.99,11.56,6.65,88
11508,7203103,Nõudepesuvahend Frosch Zero% 500 ml,"Nõudepesuvahend sidrun, FROSCH, 500 ml",2.29,1.79,4.58,3.58,88
9238,403147,Hügieenisidemed Always Ultra Night 14tk,"Hügieenisidemed Ultra Night Duop, ALWAYS, 14 tk",4.49,3.99,0.32,0.29,88
2111,291319,Köögikaste Alpro 250ml,"Köögikaste, ALPRO, 250 ml",1.79,1.19,7.16,4.76,88
6659,120328,Kohv jahvatatud Lavazza Rossa 250g,"Jahvatatud kohv Qualita Rossa, LAVAZZA, 250 g",6.09,6.29,24.36,25.16,88
6166,122956,Mangonektar Don Simon 1l,"Mangonektar 35%, DON SIMON, 1 L",2.1,1.99,2.1,1.99,88
2109,969761,Kaerajook Tere Deary 1l,"Kaerajook, DEARY, 1L",2.09,1.79,2.09,1.79,88
10077,7177845,Mitsellaarvesi Garnier Skin 100 ml,"Mitsellaarvesi Skin Naturals, GARNIER, 100 ml",3.89,4.29,38.9,34.32,88
9234,7251091,Mitsellaarvesi Garnier Rose roosiveega 400ml,"Mitsellaarvesi roosiveega, GARNIER, 400 ml",8.79,9.99,21.97,24.97,88
6672,113602,Kohv jahvatatud Lavazza Oro purgis 250g,"Jahvatatud kohv Club purgis, LAVAZZA, 250 g",7.99,4.49,31.96,17.96,88
2692,813955,Pannkoogid maasikatäidisega 360g Rimi,"Pannkoogid maasikatäidisega, VICI, 280 g",2.69,2.09,0.0,7.46,88
1082,994003,Proteiinipuding Valio PROfeel toffee 150g,"Proteiinipuding toffeemaitseline, VALIO PROFEEL, 150 g",1.19,0.89,7.93,5.93,88
4112,1005340,Karri Santa Maria 70g,"Karri, SANTA MARIA, 25 g",5.69,0.85,81.29,34.0,88
837,273668,Jogurt mustika Activia 4x120g,"Jogurt maasika, ACTIVIA, 4x120 g",1.79,2.39,3.73,4.78,88
2751,169235,Kõrvitsasalat Põltsamaa 560/310g,"Kõrvitsasalat, PÕLTSAMAA, 560 g",2.35,2.19,7.58,7.06,88
6242,134625,"Siirup Grenadiin Monin 0,25l","Siirup Grenadiin, MONIN, 250 ml",4.99,3.79,19.96,15.16,88
2530,912521,Napoleoni kook Gustav 450g,"Kook Werneri Napoleon, GUSTAV, 450g",6.29,4.69,0.0,10.42,88
10559,7053246,Nõudepesumasina tabletid Tri-bio 50 tab,"Nõudepesumasina tabletid, TRI-BIO, 25 tk",14.99,7.99,0.3,0.32,88
6408,1355076,"Energiajook Monster Energy 0,5l","Energiajook Energy, MONSTER, 500 ml",1.69,1.59,3.38,3.18,88
2204,987219,Taimne määre murulaugu Tere Deary 180g,"Taimne määre murulaugu, DEARY, 180 g",2.15,1.59,11.94,8.83,88
9343,7192958,Multivitamiinid Livol Multi Total perele N90,"Multivitamiinid Perele tbl N90, LIVOL MULTI, 88,6 g",19.49,14.99,0.22,169.19,88
10480,7210489,"Pesuvahend Woolite Color 1,8l","Pesuvahend Color, WOOLITE, 3,6 l",8.49,8.99,4.72,2.5,88
1686,968874,Mini Kiievi kotlet juustuvõiga 300g,"Mini Kiievi kotlet juustuvõiga, TALLEGG, 300 g",3.99,4.09,13.3,13.63,88
907,269801,Juust Synnove Itaallane kõva 150g,"Kõva juust Synnove Itaallane, SYNNOVE, 150 g",3.89,3.49,25.93,23.27,88
11599,7131009,WC-värskendaja Bref Aktiv Flower 2x50g,"WC värskendaja Power Aktiv Lemon, BREF, 2x50 g",4.19,3.49,41.9,34.9,88
6447,186428,Kohvikapslid Mattinata L'OR 10tk,"Kohvikapslid Mattinata, L´OR, 10 tk",4.19,5.19,80.58,0.52,88
10478,7018826,WC-värskendaja Bref Power Lemon 2x50ml,"WC värskendaja Power Aktiv Lemon, BREF, 2x50 g",3.29,3.49,32.9,34.9,88
4008,198825,Salatipeet Salvest 395g,"Salatipeet, SALVEST, neto 395 g",1.85,1.89,8.04,4.78,88
909,913219,Juust Cheddar Valio 250g,"Riivjuust Cheddar, VALIO, 200g",3.69,2.59,14.76,12.95,88
11681,7252665,Pesugeel Ariel Sensitive 1.76L,"Pesugeel Sensitive, PERSIL, 1 l",15.25,6.99,7.92,6.99,88
11674,7233867,"Pesuloputusvahend Silan Magic Magnolia 1,45l","Pesuloputusvahend Magic Magnolia, SILAN, 800 ml",5.99,2.29,4.13,2.86,88
11675,7233870,"Pesuloputusvahend Silan Dreamy Lotus 1,45","Pesuloputusvahend Dreamy Lotus, SILAN, 800 ml",5.99,3.49,4.13,4.36,88
934,977879,Kohupiimakreem kreeka šok-kookose Alma 380g,"Kohupiimakreem kreeka sokolaadi-kookose, ALMA, 380 g",1.95,1.49,5.13,3.92,88
